date,code,name,open,close,high,low,volume,turnover,log_return,is_extreme,idx_close,idx_log_return,cpi_yoy,industry
2025-01-22,600048,保利发展,221.87,214.88,222.13,214.88,171908113.0,1447136458.0,-0.047086767611490346,False,3797.017,-0.009331579378303128,,房地产
2025-01-23,600048,保利发展,216.95,217.21,222.39,216.18,162010676.0,1373062402.0,0.010784894740674705,False,3803.744,0.001770086378567351,,房地产
2025-01-24,600048,保利发展,217.21,217.99,219.54,215.4,101235950.0,850806540.0,0.0035845626617217663,False,3832.864,0.007626459585669376,,房地产
2025-01-27,600048,保利发展,218.25,215.4,221.87,215.4,102810382.0,866288861.0,-0.011952425455035644,False,3817.08,-0.004126572011056425,,房地产
2025-02-05,600048,保利发展,216.18,213.07,216.95,211.51,94153067.0,773236216.0,-0.010876014505013212,False,3795.085,-0.00577892392295246,,房地产
2025-02-06,600048,保利发展,212.81,214.62,216.95,212.55,93014686.0,770609468.0,0.00724827228170641,False,3842.831,0.012502526066634689,,房地产
2025-02-07,600048,保利发展,214.1,218.76,221.09,213.07,153273377.0,1293774169.0,0.0191062159795906,False,3892.703,0.012894440384347004,,房地产
2025-02-10,600048,保利发展,217.47,219.28,220.58,217.21,91745328.0,776864272.0,0.00237421351595848,False,3901.062,0.00214504881918887,,房地产
2025-02-11,600048,保利发展,220.06,214.62,220.58,214.1,109561782.0,913880385.0,-0.021480429495549017,False,3883.135,-0.004606006680939563,,房地产
2025-02-12,600048,保利发展,215.14,222.39,223.42,211.51,183500830.0,1534537307.0,0.03556357483775658,False,3919.862,0.00941363202310179,,房地产
2025-02-13,600048,保利发展,219.54,222.39,225.75,218.25,225634441.0,1941639233.0,0.0,False,3905.14,-0.00376281497958854,,房地产
2025-02-14,600048,保利发展,221.35,220.58,222.65,217.73,117362254.0,995076552.0,-0.008172156458737074,False,3939.009,0.008635534708555917,,房地产
2025-02-17,600048,保利发展,220.58,219.54,222.65,219.02,130835785.0,1115031012.0,-0.004725992618830551,False,3947.398,0.002127458845100919,,房地产
2025-02-18,600048,保利发展,219.54,215.4,219.54,214.1,104591945.0,876119069.0,-0.019037683536882167,False,3912.783,-0.008807742156338708,,房地产
2025-02-19,600048,保利发展,214.88,215.66,217.21,213.59,96786971.0,804220118.0,0.00120632873163797,False,3940.16,0.006972446103579835,,房地产
2025-02-20,600048,保利发展,214.62,212.29,215.4,212.03,102229921.0,839784232.0,-0.01574982901001588,False,3928.896,-0.0028628612360329995,,房地产
2025-02-21,600048,保利发展,212.29,212.29,214.1,211.26,114791025.0,942200881.0,0.0,False,3978.444,0.012532317693398423,,房地产
